id,defaultOfferType,country,registeredDate
1544508781018764332,meal,fin,2016-04-21 07:41:56
3133216512657187756,snack,fin,2016-04-22 11:45:54
29885667522229656,meal,fin,2016-04-26 09:18:18
2015820874463162994,snack,fin,2016-04-29 05:42:23
5329003883586759690,meal,fin,2016-05-02 08:18:59
3201775788743261919,meal,fin,2016-05-02 15:17:13
2248100581421555755,meal,fin,2016-05-02 15:29:45
3835282999853092798,meal,fin,2016-05-02 15:39:10
2551015548772756509,meal,fin,2016-05-06 09:34:36
6554164156699076551,meal,fin,2016-05-09 11:09:05
1479047896297688281,meal,fin,2016-05-13 06:52:26
6751772644698023748,meal,fin,2016-05-19 09:29:02
7393196408487986148,meal,fin,2016-05-20 09:39:59
5450449552734316100,snack,fin,2016-05-24 06:57:25
5666139809610164690,meal,fin,2016-05-25 10:10:18
3879482001309853651,snack,fin,2016-05-31 14:10:19
2842289070135511602,snack,fin,2016-05-31 14:15:13
7358640439313693655,snack,fin,2016-06-01 05:01:56
8521855799777728379,snack,fin,2016-06-01 05:07:03
190486903137957637,snack,fin,2016-06-01 05:11:46
3892972684891961275,snack,fin,2016-06-01 07:22:36
6960276886026471355,meal,fin,2016-06-01 09:41:02
2255903195437870300,meal,fin,2016-06-02 13:43:32
7334153308242784339,meal,fin,2016-06-03 13:31:28
2779962574746088111,meal,fin,2016-06-03 13:39:00
8671992772042032524,meal,fin,2016-06-03 13:46:01
635079457520438232,meal,fin,2016-06-05 14:59:53
3969424166686513573,meal,fin,2016-06-05 15:10:26
2056716817186875855,meal,fin,2016-06-06 15:31:58
8692255692213397132,meal,fin,2016-06-09 17:01:32
5460559556580551204,meal,fin,2016-06-10 17:52:52
8707636359383962112,snack,fin,2016-06-17 10:41:38
2733738777033344546,meal,fin,2016-06-17 20:08:15
5665305034597046664,meal,fin,2016-06-21 14:12:14
5161931747165565813,meal,fin,2016-08-02 08:41:33
1723562374207953383,meal,fin,2016-08-04 12:21:38
8545352221575586889,meal,fin,2016-08-09 11:04:28
6566636039942019962,meal,fin,2016-08-10 08:46:34
2667250344842577290,meal,fin,2016-08-10 10:48:22
6150439763278736419,meal,fin,2016-08-11 16:13:56
5235116313905924718,meal,fin,2016-08-17 11:40:47
6043045877463492898,meal,fin,2016-08-17 11:45:06
4934202447977925043,snack,fin,2016-08-17 12:21:02
839115988258790915,meal,fin,2016-08-23 21:17:45
5741729113428731979,snack,fin,2016-08-24 09:33:02
8322545055904323258,meal,fin,2016-08-24 10:55:17
1576999094346746587,meal,fin,2016-08-25 07:27:15
2056475336191066276,meal,fin,2016-08-26 06:21:38
755727055124115233,snack,fin,2016-08-31 10:41:04
7890150542798500430,meal,fin,2016-09-08 13:53:11
4438185154468307690,meal,fin,2016-09-08 14:00:00
3562708527815477691,meal,fin,2016-09-12 09:25:39
8040356256204286795,meal,fin,2016-09-21 08:09:13
7988119402914762504,meal,fin,2016-10-04 12:45:17
3158809927039353473,meal,fin,2016-10-05 13:28:46
2877347493229669768,meal,fin,2016-10-07 09:03:46
130694193629811859,meal,fin,2016-10-10 04:56:59
2714383812390716346,meal,fin,2016-10-12 13:47:22
2211549946318251503,meal,fin,2016-10-17 10:47:09
3330399035868504917,meal,fin,2016-10-19 10:31:26
6028913854777634106,meal,fin,2016-10-25 10:40:58
3027496292839402007,snack,fin,2016-10-25 10:45:01
4175882789907299863,snack,fin,2016-10-25 10:59:03
3734315503649985042,meal,fin,2016-10-25 11:05:20
1939568250707528933,meal,fin,2016-10-25 11:11:28
741213633591095837,meal,fin,2016-10-25 11:27:37
3579653917479881262,meal,fin,2016-10-27 15:05:34
7908538247370828727,snack,fin,2016-10-31 13:47:33
7499471875979190624,meal,fin,2016-11-02 13:47:32
4877926441496687354,meal,fin,2016-11-03 08:32:18
8803471147562931084,snack,fin,2016-11-03 08:34:35
6221572543465854726,meal,fin,2016-11-03 08:37:50
7451782128523891820,meal,fin,2016-11-03 08:41:17
314074921652625707,meal,fin,2016-11-03 08:46:48
4823721868264173571,meal,fin,2016-11-03 08:49:18
4561081186522662031,snack,fin,2016-11-08 13:26:38
2155817799690016945,meal,fin,2016-11-08 23:23:08
3656695523803614645,meal,fin,2016-11-09 10:54:43
6591031159110818369,snack,fin,2016-11-10 09:01:24
6708546148587796074,snack,fin,2016-11-11 10:44:55
1383652033373033773,meal,fin,2016-11-15 11:07:19
9136983839725413700,meal,fin,2016-11-21 09:41:33
4724210674544281274,meal,fin,2016-11-22 08:15:00
3275439272464461446,meal,fin,2016-11-22 08:21:23
4263015105841232258,meal,fin,2016-11-30 06:22:39
7533772853085983087,meal,swe,2016-12-05 13:03:32
8245675306664690588,meal,fin,2016-12-05 14:18:30
6352257157259925192,meal,fin,2016-12-07 06:34:38
236821117710058459,snack,fin,2016-12-07 07:10:34
2812343831457725082,snack,fin,2016-12-07 10:52:02
1663236634506397240,meal,fin,2016-12-07 14:15:28
1043494625114277804,snack,fin,2016-12-28 09:18:48
5363321982118913301,snack,fin,2017-01-05 08:13:32
4792953758104822993,meal,fin,2017-01-09 14:02:49
7053961812251146781,meal,fin,2017-01-12 13:09:15
5822438051654781631,meal,fin,2017-01-17 12:06:39
3489742676470994574,snack,swe,2017-01-23 09:30:08
1301911487721355290,meal,fin,2017-01-24 16:12:29
1391393527529664421,meal,fin,2017-01-24 16:18:16
3786331095302225783,meal,fin,2017-02-01 11:44:18
4150615903048929373,meal,fin,2017-02-03 09:56:39
8497007129253182371,snack,fin,2017-02-06 07:29:01
656050775619539589,meal,swe,2017-02-07 09:02:08
8312310143652755348,meal,swe,2017-02-08 15:23:40
7358572130907759477,snack,fin,2017-02-09 06:25:54
1233579131027478841,meal,swe,2017-02-21 15:25:47
577576409383775606,meal,fin,2017-02-22 12:58:53
6920554755255311431,meal,fin,2017-02-24 12:29:02
2887324700354218834,meal,swe,2017-02-25 12:41:37
1651270076989508721,meal,swe,2017-02-27 14:00:56
7198110370745783236,meal,swe,2017-02-27 15:44:11
2090290743957680759,meal,fin,2017-03-09 09:25:11
5188564580490140030,meal,fin,2017-03-09 11:26:25
6379710363370466315,meal,fin,2017-03-10 09:15:23
5600335017831667651,meal,swe,2017-03-13 10:13:26
8447580630685057515,meal,fin,2017-03-14 10:40:23
4148781594949060202,meal,fin,2017-03-20 18:39:10
1611154199913139497,meal,fin,2017-03-27 08:42:15
4721148405087779244,meal,fin,2017-03-28 05:11:00
7474436947602675535,meal,fin,2017-03-28 05:21:16
2203960935814826856,meal,fin,2017-03-28 14:30:42
1209227128295048702,snack,fin,2017-03-29 12:13:25
3865474760205653333,meal,swe,2017-03-30 08:35:00
7510349444845141520,snack,fin,2017-04-03 04:51:36
1390705234022084672,meal,fin,2017-04-04 05:52:44
9167244584528811999,meal,fin,2017-04-04 16:35:22
8614628957521329823,meal,fin,2017-04-05 07:49:46
3270913447688478707,meal,fin,2017-04-18 07:12:30
6086281203514298246,meal,fin,2017-04-25 11:42:56
8431239498016533832,snack,fin,2017-04-25 12:30:29
3708549118789314817,meal,fin,2017-04-26 06:59:09
4760924582341408857,snack,fin,2017-05-02 04:24:33
7298189398373128946,meal,deu,2017-05-05 12:53:41
1432213779308019647,meal,fin,2017-05-11 10:24:29
1199285885417166545,meal,fin,2017-05-12 08:59:38
945811032979146076,meal,fin,2017-05-15 05:40:02
7353644995906527278,dessert,fin,2017-05-15 08:41:58
1849465514363819610,meal,fin,2017-05-29 10:41:36
8097235958083241788,meal,swe,2017-05-30 13:42:30
3501981544963071496,meal,fin,2017-05-31 11:42:57
5290784035855324765,meal,swe,2017-05-31 12:00:16
8236488317152260298,meal,fin,2017-06-02 08:08:56
4626817602811281867,meal,fin,2017-06-05 10:34:10
6072632881535151265,meal,fin,2017-06-05 19:01:20
2709580299283821802,snack,fin,2017-06-06 08:26:33
9122377734965436361,meal,fin,2017-06-07 12:20:58
955355487675193070,snack,fin,2017-06-09 10:54:09
5637414657076388336,meal,fin,2017-06-19 11:49:43
629581720503655514,snack,fin,2017-06-22 06:41:06
150763040291707909,meal,fin,2017-06-27 11:28:17
7804132175514695299,snack,fin,2017-06-29 07:45:22
759120821946592107,meal,fin,2017-07-03 12:35:26
218044401582734661,meal,fin,2017-07-11 08:34:14
3305079048362087829,meal,fin,2017-07-24 12:42:54
6847900364865088413,meal,fin,2017-07-27 06:35:22
6585188784607616845,snack,fin,2017-08-02 12:21:13
6333504696767936203,snack,fin,2017-08-03 13:21:48
1359482849940704114,meal,fin,2017-08-08 05:46:58
3384622008968890733,meal,fin,2017-08-18 11:47:35
8923467440998032288,meal,fin,2017-08-18 11:52:10
912423558351518844,meal,fin,2017-08-22 16:13:58
288710640245088751,meal,fin,2017-08-24 10:52:09
7033718630050810108,meal,deu,2017-08-28 08:48:04
6878808230903547707,meal,fin,2017-08-29 08:27:58
5541330573278643384,snack,fin,2017-08-29 12:55:00
531226258110523684,meal,fin,2017-09-01 08:59:36
7226598433882863207,meal,fin,2017-09-05 05:15:18
7014807967414306862,meal,fin,2017-09-06 20:51:18
8501102857633260274,meal,fin,2017-09-11 10:47:41
5880730621165650714,meal,fin,2017-09-12 06:23:39
374062382466586212,meal,fin,2017-09-18 08:05:55
4440682230922610621,snack,fin,2017-09-19 11:43:59
1703668562399403639,meal,fin,2017-09-20 10:57:55
8099589445314528870,snack,fin,2017-09-20 11:58:16
3870337911762121654,meal,fin,2017-09-27 11:57:55
2107426813434087625,meal,fin,2017-09-27 13:13:02
1791067169717145694,meal,fin,2017-09-28 08:35:01
1836152532462888938,meal,fin,2017-09-29 06:40:41
7083083803646612006,dessert,fin,2017-09-30 07:15:37
6861245836226753447,meal,fin,2017-10-02 10:50:49
5553135279920868939,meal,fin,2017-10-04 08:20:38
4460238393807030404,meal,fin,2017-10-05 09:53:02
3520014122765222475,meal,fin,2017-10-05 11:21:46
8051850311952654767,meal,fin,2017-10-10 09:44:32
4848961324656110415,meal,fin,2017-10-18 10:40:16
8299597010369137227,meal,fin,2017-10-19 10:22:12
2360096115117023473,snack,fin,2017-10-20 11:59:33
5081749410636649430,meal,fin,2017-10-23 08:59:08
7765850973264716599,meal,fin,2017-10-23 09:40:33
81287339146234324,meal,fin,2017-10-24 12:02:37
3447669410222918586,meal,fin,2017-10-25 06:35:35
282432062651126418,meal,fin,2017-10-25 10:44:33
5629890040109708271,meal,fin,2017-10-30 07:43:59
3949616514440060382,meal,fin,2017-11-07 15:32:47
6757351943232565282,meal,fin,2017-11-09 07:01:37
8217315226010499438,snack,fin,2017-11-09 07:19:26
590733338889226123,meal,fin,2017-11-10 08:33:05
7321972587540315287,meal,fin,2017-11-10 09:54:10
2696413737133444290,meal,fin,2017-11-13 10:33:59
7733428648287627628,meal,fin,2017-11-13 10:39:12
3676699047844586686,meal,fin,2017-11-14 08:32:29
3874357580325033095,meal,fin,2017-11-14 12:05:17
5544240341394863903,meal,fin,2017-11-14 12:10:22
4281413099626352926,meal,fin,2017-11-14 12:34:48
7832996094307308658,meal,fin,2017-11-14 14:23:51
6033580180640956074,meal,fin,2017-11-14 14:46:16
2949123325530161419,meal,fin,2017-11-14 14:52:43
4278428579703403248,meal,fin,2017-11-14 15:43:03
8787328403572058334,meal,fin,2017-11-16 08:09:10
5036102575909624969,meal,fin,2017-11-22 07:19:59
4217996394503126392,meal,fin,2017-11-24 08:33:30
1218153478449519024,meal,fin,2017-11-24 15:44:08
57022871035807337,meal,fin,2017-11-27 13:57:07
2396802291677504570,meal,fin,2017-11-28 09:17:58
1962848208945653517,meal,fin,2017-11-28 09:43:09
8045490254794102647,meal,fin,2017-11-28 12:35:31
8814605744986657389,meal,fin,2017-11-29 12:21:08
6305386588900107502,meal,fin,2017-12-04 14:41:47
935633780159811924,meal,fin,2017-12-05 07:43:55
1748638351176007823,meal,fin,2017-12-12 06:57:18
5367681436326932153,meal,fin,2017-12-13 06:28:21
2551446975427290505,meal,fin,2017-12-14 10:11:10
5655197039973098775,meal,fin,2017-12-15 10:13:14
4459571736273026700,meal,fin,2017-12-19 10:49:47
7229338486132168656,meal,fin,2017-12-20 10:10:52
1339654571020415338,meal,fin,2018-01-10 11:45:21
3685420911344183782,meal,fin,2018-01-12 12:52:11
8981939343071825618,meal,fin,2018-01-16 15:29:41
3832530215520587215,meal,fin,2018-01-17 09:48:51
8501482016697205037,meal,fin,2018-01-17 12:21:24
8369511087486950354,meal,fin,2018-01-18 10:17:20
156636248881265854,meal,fin,2018-01-22 15:11:05
98220974014530382,meal,fin,2018-01-24 10:07:37
8759985091555982466,meal,fin,2018-01-31 12:07:44
8404067261372301588,meal,fin,2018-02-05 11:41:40
4883122419665740833,meal,fin,2018-02-05 11:57:08
2928770718759461843,meal,fin,2018-02-05 12:56:54
6144002935189601493,meal,fin,2018-02-06 13:19:51
2098036579897983437,meal,fin,2018-02-06 13:26:35
1056881409452418136,meal,fin,2018-02-06 13:30:36
240836811276787509,meal,swe,2018-02-07 08:21:11
8041619597342742556,meal,fin,2018-02-08 06:11:12
8391778907397930022,meal,fin,2018-02-08 10:56:12
5756912630257883620,meal,fin,2018-02-12 09:51:21
6212049649538231814,meal,fin,2018-02-13 11:43:53
6177316514963325789,meal,fin,2018-02-14 08:46:51
8201126815759772167,meal,fin,2018-02-14 13:03:35
4445726301208238422,meal,fin,2018-02-20 13:40:28
3347946691451000135,meal,fin,2018-02-21 14:09:45
2093806807858513754,meal,fin,2018-02-22 12:35:30
3448957945976610316,meal,fin,2018-02-23 11:18:43
7843202345155631148,meal,fin,2018-02-23 12:39:59
3294479895965166896,meal,fin,2018-02-26 10:11:20
310114728144470416,meal,fin,2018-02-26 10:16:08
7578461404365278241,meal,fin,2018-02-26 11:32:22
5600623240047691340,meal,fin,2018-02-26 11:42:42
9212615296993900753,meal,fin,2018-02-26 12:08:26
2130820712367914645,meal,fin,2018-03-02 14:32:42
6106222755665464326,meal,fin,2018-03-02 14:37:23
4960880925951865510,meal,fin,2018-03-05 15:07:41
1995982120518677593,meal,fin,2018-03-07 09:21:39
7469688757854769972,meal,swe,2018-03-07 11:10:12
5094782329038180334,meal,fin,2018-03-09 11:15:13
8720523666964338908,meal,fin,2018-03-12 07:47:26
1247816290090007128,meal,fin,2018-03-12 13:19:58
1595505487878838852,meal,fin,2018-03-13 09:30:37
4101729246780993358,meal,fin,2018-03-13 09:41:20
8706774865743865901,meal,fin,2018-03-13 10:59:56
47637384396196239,meal,fin,2018-03-14 11:13:13
5402426442822416136,meal,fin,2018-03-19 10:41:39
16020345407983994,meal,fin,2018-03-19 10:54:35
1286777777554252952,meal,fin,2018-03-20 06:55:31
9180491963598657853,meal,fin,2018-03-20 09:27:26
4473366959577885128,snack,fin,2018-03-20 12:04:21
2264299716194249147,meal,fin,2018-03-21 07:08:01
5428088439849503627,meal,fin,2018-03-21 10:34:26
421914065360065163,snack,fin,2018-03-21 10:49:04
8059373638630102383,meal,fin,2018-03-21 11:07:03
2207282939976837015,meal,fin,2018-03-21 14:48:36
3537479726869081157,meal,fin,2018-03-22 12:23:25
3549491712180463349,meal,fin,2018-03-23 09:40:54
6196507700365865242,meal,fin,2018-03-26 07:08:11
1831106698895027071,meal,fin,2018-03-27 06:58:26
6728185080051516166,meal,fin,2018-03-27 09:34:45
7404163859870445178,meal,fin,2018-03-27 09:49:46
8671391010702642590,meal,fin,2018-03-28 05:56:31
7909033509931996,meal,fin,2018-03-28 10:39:18
3079281906179069783,meal,fin,2018-03-29 08:07:18
7590552658022733385,meal,fin,2018-03-29 11:47:02
2777197438719624018,meal,swe,2018-04-03 07:40:43
1364511263920864627,meal,fin,2018-04-04 12:09:58
5568747141670321368,meal,fin,2018-04-10 15:07:22
8639555686109794113,meal,fin,2018-04-12 08:16:08
4239416289711056673,meal,fin,2018-04-12 13:31:28
1552420269870518400,meal,fin,2018-04-17 08:48:01
6331728011755567553,meal,fin,2018-04-17 12:42:38
2294513503473476249,meal,fin,2018-04-17 12:49:56
877492863468188248,meal,fin,2018-04-17 12:58:57
7020285389935886480,meal,swe,2018-04-18 08:39:59
4128155875118497183,meal,fin,2018-04-18 12:52:14
2346542487101194758,meal,fin,2018-04-23 14:13:41
7401252837267078597,meal,fin,2018-04-24 06:48:20
6066582152392491785,meal,fin,2018-04-24 07:13:01
1308157064391634989,meal,fin,2018-04-24 12:49:36
3609632956051403222,meal,fin,2018-04-26 12:34:58
6125762870576410993,meal,fin,2018-04-26 12:38:27
9180731407271165340,meal,fin,2018-04-27 05:30:58
925194804264616794,meal,fin,2018-04-27 07:33:21
6898463340784253244,meal,fin,2018-05-03 06:56:28
6824111066537414140,meal,fin,2018-05-03 07:14:54
8809622972324145047,meal,swe,2018-05-03 13:03:11
5209000140473368849,meal,fin,2018-05-03 13:19:36
6054626072022446734,meal,fin,2018-05-08 07:21:44
7382155278701066570,meal,swe,2018-05-08 09:13:47
2730328349771599177,meal,fin,2018-05-08 12:42:55
1369039153453412904,meal,fin,2018-05-08 13:19:48
6593978884197648325,meal,fin,2018-05-09 08:56:30
3811866619435462861,meal,swe,2018-05-09 12:56:08
7020827532474186566,grocery-bag,fin,2018-05-16 06:11:38
4968679771104835639,ingredients,fin,2018-05-16 14:40:22
2696640926429657555,meal,fin,2018-05-17 12:13:49
4212214543920105209,meal,fin,2018-05-22 13:03:22
8678148752875541927,meal,fin,2018-05-22 13:07:19
8540502061752201016,meal,fin,2018-05-22 13:28:04
4225212522840053962,meal,fin,2018-05-23 10:31:25
1439291380334041919,meal,fin,2018-05-23 14:24:36
5222065304074235433,snack,fin,2018-05-25 12:50:36
918003348172804560,meal,swe,2018-05-28 09:30:58
353182000499419105,snack,fin,2018-05-29 09:09:06
4283366124469674874,meal,swe,2018-05-29 13:29:18
8598330650298339574,grocery-bag,fin,2018-06-05 11:29:02
4311593468408946931,grocery-bag,fin,2018-06-05 14:52:06
3188804460803784259,meal,fin,2018-06-06 18:13:06
715958662075067412,meal,fin,2018-06-07 11:43:29
2344836666889947605,grocery-bag,fin,2018-06-11 11:54:44
4607896045988338163,meal,fin,2018-06-14 08:54:58
3154276411618824398,meal,fin,2018-06-19 07:07:12
7383327534932142309,meal,fin,2018-06-25 19:50:02
7238850630848067474,grocery-bag,fin,2018-06-26 18:47:56
4602016262202434579,grocery-bag,fin,2018-06-26 18:59:36
8609989000922090690,grocery-bag,fin,2018-06-26 19:03:23
7655928227914349842,grocery-bag,fin,2018-06-26 19:07:40
1259866839061182492,snack,fin,2018-06-27 08:42:49
3202598969755455796,grocery-bag,fin,2018-06-27 12:20:09
4015316471865128946,snack,fin,2018-07-03 13:55:14
7642201963087705313,meal,swe,2018-07-05 09:01:48
735101099106133521,meal,swe,2018-07-05 09:05:11
5247826431346015090,grocery-bag,fin,2018-07-05 10:51:10
4848457826414638693,grocery-bag,fin,2018-07-05 12:18:54
4799736290747759502,meal,fin,2018-07-06 11:49:51
4698717560032594401,grocery-bag,fin,2018-07-09 12:19:17
3314251173794434112,meal,fin,2018-07-10 08:52:21
4201078102358975241,grocery-bag,fin,2018-07-12 07:32:19
538855960094667742,grocery-bag,fin,2018-07-12 09:34:46
6568804348934276534,grocery-bag,fin,2018-07-12 09:58:10
5120933734137716246,meal,fin,2018-07-13 07:07:25
2435885366868507279,grocery-bag,fin,2018-07-16 11:47:33
302694329785735811,grocery-bag,fin,2018-07-16 11:48:53
1296983613945294807,meal,fin,2018-07-18 06:36:16
2766189188885990253,meal,fin,2018-07-23 11:13:10
7539542744582126037,grocery-bag,fin,2018-07-23 11:56:27
2511798565892594014,grocery-bag,fin,2018-07-24 09:01:27
7752973470091439924,grocery-bag,fin,2018-07-24 10:56:57
7138209628999605624,snack,fin,2018-07-25 08:55:06
1317905910197253573,grocery-bag,fin,2018-07-25 09:03:56
3374157915950923759,grocery-bag,fin,2018-07-25 09:13:20
1240305060693791489,grocery-bag,fin,2018-07-27 14:17:44
4182237759102460812,grocery-bag,fin,2018-07-30 13:30:30
8484142994343962119,grocery-bag,fin,2018-07-30 13:33:49
5001043273011384495,grocery-bag,fin,2018-08-01 10:41:41
2955688725513446240,snack,fin,2018-08-03 14:37:05
8726617397222800768,meal,fin,2018-08-06 08:45:13
2105313808285747159,ingredients,fin,2018-08-07 10:18:29
2294091526912034071,snack,fin,2018-08-08 08:29:12
6254532748264993800,snack,fin,2018-08-09 09:23:37
1488482769575471551,ingredients,fin,2018-08-10 12:01:57
3734111210940214253,meal,fin,2018-08-13 11:52:29
1437149244748038803,meal,fin,2018-08-14 14:21:34
2582299749753468036,grocery-bag,fin,2018-08-17 05:41:21
5178318914600764173,meal,fin,2018-08-20 09:28:46
3286307441981321514,grocery-bag,fin,2018-08-21 05:12:06
1637845236189533848,meal,fin,2018-08-21 07:58:58
7082339605668464901,snack,fin,2018-08-21 12:23:24
7802709384630935825,snack,fin,2018-08-21 13:36:32
435253775429647396,meal,fin,2018-08-21 14:15:54
7778850049248769840,grocery-bag,fin,2018-08-21 19:50:27
3527355060550558339,meal,fin,2018-08-23 09:56:58
2629101802005696550,meal,fin,2018-08-24 08:26:03
5220167696599051769,meal,fin,2018-08-27 11:44:41
300416186640007951,grocery-bag,fin,2018-08-27 12:55:39
2805225758267752676,grocery-bag,fin,2018-08-27 13:06:59
2630097499716335488,grocery-bag,fin,2018-08-27 13:09:35
3692550533686875510,grocery-bag,fin,2018-08-28 06:48:49
7731032266843382668,grocery-bag,fin,2018-08-29 19:49:17
6981156546249223619,meal,fin,2018-08-30 17:32:13
4624034265473386851,grocery-bag,fin,2018-08-30 19:55:15
7351864515584322790,meal,fin,2018-08-31 11:22:45
3945265469626655788,grocery-bag,fin,2018-09-02 19:40:32
4482131107665131771,snack,fin,2018-09-03 08:47:40
1233398499095414049,meal,fin,2018-09-03 10:31:05
1712066453918376635,grocery-bag,fin,2018-09-04 06:27:50
8755793784637008468,meal,fin,2018-09-04 13:20:26
6940384517285130722,meal,fin,2018-09-05 12:34:11
4976462801231422512,meal,fin,2018-09-07 07:44:33
3771148720572511897,grocery-bag,fin,2018-09-10 10:16:45
5457532436758614767,snack,fin,2018-09-10 13:46:27
4346391989000659802,meal,fin,2018-09-11 10:30:03
8947506799979390461,meal,fin,2018-09-11 10:58:32
2348237621608385557,meal,fin,2018-09-11 11:06:30
506955850609870946,meal,fin,2018-09-11 13:14:11
2256564220054285327,meal,fin,2018-09-12 11:58:06
2505391129761606553,grocery-bag,fin,2018-09-12 12:44:13
3555802649250905356,meal,fin,2018-09-17 09:42:16
6648132005146939411,meal,fin,2018-09-18 08:25:13
7324359073895612581,meal,fin,2018-09-19 08:30:47
7734737565464237146,meal,fin,2018-09-19 11:45:40
5285087903715980245,meal,fin,2018-09-19 12:54:24
9074001499892973915,meal,fin,2018-09-20 07:49:30
3829588805790814304,snack,fin,2018-09-20 18:20:15
5408591710239644693,meal,fin,2018-09-21 06:16:11
8249648231513193450,meal,fin,2018-09-21 12:24:34
5485457081275309411,meal,fin,2018-09-21 20:05:58
2774447240446556905,meal,fin,2018-09-24 19:39:11
8018242270949204585,meal,fin,2018-09-25 10:55:22
124747045001712633,meal,fin,2018-09-25 11:27:11
599947321375770397,grocery-bag,fin,2018-09-26 09:47:22
46970878610793648,grocery-bag,fin,2018-09-26 10:10:42
128776746472804053,meal,fin,2018-09-26 11:02:14
6347768096117012734,meal,fin,2018-09-26 13:13:44
608512612010069036,snack,fin,2018-09-26 13:34:32
1691637094151871335,meal,fin,2018-09-26 18:54:39
5567952474556581340,meal,fin,2018-09-27 05:56:35
5120285104423018144,meal,fin,2018-09-27 08:14:55
1413513857866022127,meal,fin,2018-09-27 09:28:43
8728820855064151109,meal,fin,2018-09-27 09:35:10
8406775023512088894,snack,fin,2018-09-27 10:14:11
8299570584167390588,meal,fin,2018-09-27 10:53:59
3076991489653941948,meal,fin,2018-09-27 11:52:58
3147214206177066486,meal,fin,2018-10-01 07:01:57
3519403197174115380,meal,fin,2018-10-01 08:56:19
6503043781753228749,snack,fin,2018-10-01 13:09:03
1459391763789586335,meal,fin,2018-10-02 05:35:15
9085741301460903595,grocery-bag,fin,2018-10-03 06:11:38
1127825638150690854,meal,swe,2018-10-04 06:51:34
2138832624950568841,grocery-bag,fin,2018-10-05 07:46:28
843155207300315556,meal,fin,2018-10-05 13:39:19
967433514029845781,meal,fin,2018-10-05 15:40:17
985783635976170158,meal,fin,2018-10-05 18:00:32
7534033587347270595,meal,fin,2018-10-08 13:05:45
4587314201498288293,meal,fin,2018-10-09 13:40:11
5432491216156724666,grocery-bag,fin,2018-10-10 07:06:42
1066258454353124935,meal,swe,2018-10-10 07:44:04
1369066766528438284,snack,fin,2018-10-10 10:56:31
3855628467619430063,meal,fin,2018-10-11 13:15:28
1544951218129901618,meal,fin,2018-10-15 08:56:17
1389867187118884543,snack,fin,2018-10-15 10:30:23
752894802042335523,snack,fin,2018-10-16 08:16:48
1605561954514449346,meal,fin,2018-10-16 10:01:38
7801401963724145783,snack,fin,2018-10-16 11:19:18
3682785617616393518,meal,fin,2018-10-16 15:31:52
1799165495099646001,grocery-bag,fin,2018-10-18 07:15:11
759369458729321417,meal,fin,2018-10-19 20:46:17
4689781843243545778,meal,fin,2018-10-22 09:15:42
3622516011019541213,snack,fin,2018-10-24 13:43:17
1713020136823136256,grocery-bag,fin,2018-10-25 14:13:17
7794024979010235475,meal,fin,2018-10-25 19:24:07
3133145270878450848,grocery-bag,fin,2018-10-26 09:31:02
5983406262153470256,grocery-bag,fin,2018-10-26 10:44:41
9131977594819822180,snack,fin,2018-10-26 17:39:48
2592581180987714589,grocery-bag,fin,2018-10-29 08:05:16
125366056355614716,grocery-bag,fin,2018-10-29 11:38:23
2436829971411664827,snack,fin,2018-10-30 11:34:02
1293029652257192908,meal,fin,2018-10-30 12:56:15
1616382944334624609,meal,fin,2018-10-31 12:26:05
4928087445099775643,snack,fin,2018-10-31 14:12:42
